2026-03-16 05:05:25.866 | INFO     | gdsfactoryplus.serve.app:lifespan:132 | new factories: ['ANT_MMI_1x2_te1550_3dB_BB', 'Alignment_Marker', 'EBeam_JoaquinMatres_1', 'EBeam_JoaquinMatres_2', 'EBeam_JoaquinMatres_3', 'EBeam_JoaquinMatres_4', 'EBeam_JoaquinMatres_5', 'GC_SiN_TE_1310_8degOxide_BB', 'GC_SiN_TE_1550_8degOxide_BB', 'GC_TE_1310_8degOxide_BB', 'GC_TE_1550_8degOxide_BB', 'GC_TM_1310_8degOxide_BB', 'GC_TM_1550_8degOxide_BB', 'Packaging_FibreArray_8ch', 'SEM_example', 'add_fiber_array', 'add_fiber_array_pads_rf', 'add_pads', 'area_min', 'astar_bundle_electrical', 'astar_bundle_routing', 'bend_euler', 'bend_metal', 'bend_s', 'bend_s_metal', 'compass', 'coupler', 'coupler_ring', 'couplers', 'crossing_SiN_1550', 'crossing_SiN_1550_extended', 'crossing_horizontal', 'crossing_manhattan', 'dbr', 'die', 'ebeam_BondPad', 'ebeam_BondPad_75', 'ebeam_DC_2m1_te895', 'ebeam_DC_te895', 'ebeam_MMI_2x2_5050_te1310', 'ebeam_Polarizer_TM_1550_UQAM', 'ebeam_YBranch_895', 'ebeam_YBranch_te1310', 'ebeam_adiabatic_te1550', 'ebeam_adiabatic_tm1550', 'ebeam_bdc_te1550', 'ebeam_bdc_tm1550', 'ebeam_crossing4', 'ebeam_dream_FAVE_SiN_1310_BB', 'ebeam_dream_FAVE_SiN_1550_BB', 'ebeam_dream_FAVE_Si_1310_BB', 'ebeam_dream_FAVE_Si_1550_BB', 'ebeam_dream_FaML_SiN_1550_BB', 'ebeam_dream_FaML_Si_1310_BB', 'ebeam_dream_FaML_Si_1550_BB', 'ebeam_dream_splitter_1x2_te1550_BB', 'ebeam_gc_te1310', 'ebeam_gc_te1310_broadband', 'ebeam_gc_te1550', 'ebeam_gc_te1550_90nmSlab', 'ebeam_gc_te1550_broadband', 'ebeam_gc_te895', 'ebeam_gc_tm1550', 'ebeam_routing_taper_te1550_w500nm_to_w3000nm_L20um', 'ebeam_routing_taper_te1550_w500nm_to_w3000nm_L40um', 'ebeam_sin_dream_splitter1x2_te1550_BB', 'ebeam_splitter_adiabatic_swg_te1550', 'ebeam_splitter_swg_assist_te1310', 'ebeam_splitter_swg_assist_te1310_ANT', 'ebeam_splitter_swg_assist_te1550', 'ebeam_splitter_swg_assist_te1550_ANT', 'ebeam_swg_edgecoupler', 'ebeam_terminator_SiN_1310', 'ebeam_terminator_SiN_1550', 'ebeam_terminator_SiN_te895', 'ebeam_terminator_te1310', 'ebeam_terminator_te1550', 'ebeam_terminator_tm1550', 'ebeam_y_1310', 'ebeam_y_1550', 'ebeam_y_adiabatic', 'ebeam_y_adiabatic_1310', 'ebeam_y_adiabatic_500pin', 'enclosing', 'gap_min', 'grating_coupler_elliptical', 'heater_schem', 'lattice', 'mask', 'metal_via', 'mmi1x2', 'mmi2x2', 'mymzi', 'mzi', 'mzi2', 'mzi_1x1', 'mzi_heater', 'mzi_heater_2x2', 'mzi_heater_schematic', 'mzi_heater_with_pads', 'nxn', 'pack_doe', 'pack_doe_grid', 'pad', 'pad_array', 'pads', 'pads_correct', 'pads_shorted', 'pbs_1550_eskid', 'photonic_wirebond_surfacetaper_1310', 'photonic_wirebond_surfacetaper_1550', 'ports8', 'ports8_wrapper', 'rectangle', 'ring_double', 'ring_double_heater', 'ring_filter_with_gratings', 'ring_single', 'ring_single_heater', 'rings_filter', 'sample0_hello_world', 'sample1_connect', 'sample2_remove_layers', 'sample3_grid', 'sample4_pack', 'sample5_path', 'sample6_cross_section', 'sample_array', 'sample_crossing_from_gds', 'sample_drc_errors', 'sample_fill', 'sample_lvs_error', 'sample_route_bundle', 'sample_route_bundle_with_steps', 'sample_virtual_instance', 'separation', 'siepic_o_gc_te1270_BB', 'siepic_o_pwbstlas_si_BB', 'spiral', 'spiral_racetrack', 'spiral_racetrack_heater', 'splitter_tree', 'straight', 'straight_heater_meander', 'straight_heater_metal', 'straight_metal', 'taper', 'taper_SiN_750_3000', 'taper_metal', 'taper_si_simm_1310', 'taper_si_simm_1550', 'text_rectangular', 'text_rectangular_multi_layer', 'thermal_phase_shifter_multimode_', 'thermal_phase_shifter_te_1310_', 'thermal_phase_shifter_te_1310_50', 'thermal_phase_shifter_te_1550_50', 'tooclose', 'via_stack_heater_mtop', 'width_min', 'wire_corner', 'wire_corner45', 'wire_corner45_straight']
2026-03-16 05:05:25.867 | INFO     | gdsfactoryplus.serve.app:lifespan:132 | updated factories: []
2026-03-16 05:05:25.869 | INFO     | gdsfactoryplus.serve.app:lifespan:132 | removed factories: []
2026-03-16 05:05:25.934 | DEBUG    | gdsfactoryplus.serve.app:lifespan:132 | Atomic update: added/replaced ['ANT_MMI_1x2_te1550_3dB_BB', 'Alignment_Marker', 'EBeam_JoaquinMatres_1', 'EBeam_JoaquinMatres_2', 'EBeam_JoaquinMatres_3', 'EBeam_JoaquinMatres_4', 'EBeam_JoaquinMatres_5', 'GC_SiN_TE_1310_8degOxide_BB', 'GC_SiN_TE_1550_8degOxide_BB', 'GC_TE_1310_8degOxide_BB', 'GC_TE_1550_8degOxide_BB', 'GC_TM_1310_8degOxide_BB', 'GC_TM_1550_8degOxide_BB', 'Packaging_FibreArray_8ch', 'SEM_example', 'add_fiber_array', 'add_fiber_array_pads_rf', 'add_pads', 'area_min', 'astar_bundle_electrical', 'astar_bundle_routing', 'bend_euler', 'bend_metal', 'bend_s', 'bend_s_metal', 'compass', 'coupler', 'coupler_ring', 'couplers', 'crossing_SiN_1550', 'crossing_SiN_1550_extended', 'crossing_horizontal', 'crossing_manhattan', 'dbr', 'die', 'ebeam_BondPad', 'ebeam_BondPad_75', 'ebeam_DC_2m1_te895', 'ebeam_DC_te895', 'ebeam_MMI_2x2_5050_te1310', 'ebeam_Polarizer_TM_1550_UQAM', 'ebeam_YBranch_895', 'ebeam_YBranch_te1310', 'ebeam_adiabatic_te1550', 'ebeam_adiabatic_tm1550', 'ebeam_bdc_te1550', 'ebeam_bdc_tm1550', 'ebeam_crossing4', 'ebeam_dream_FAVE_SiN_1310_BB', 'ebeam_dream_FAVE_SiN_1550_BB', 'ebeam_dream_FAVE_Si_1310_BB', 'ebeam_dream_FAVE_Si_1550_BB', 'ebeam_dream_FaML_SiN_1550_BB', 'ebeam_dream_FaML_Si_1310_BB', 'ebeam_dream_FaML_Si_1550_BB', 'ebeam_dream_splitter_1x2_te1550_BB', 'ebeam_gc_te1310', 'ebeam_gc_te1310_broadband', 'ebeam_gc_te1550', 'ebeam_gc_te1550_90nmSlab', 'ebeam_gc_te1550_broadband', 'ebeam_gc_te895', 'ebeam_gc_tm1550', 'ebeam_routing_taper_te1550_w500nm_to_w3000nm_L20um', 'ebeam_routing_taper_te1550_w500nm_to_w3000nm_L40um', 'ebeam_sin_dream_splitter1x2_te1550_BB', 'ebeam_splitter_adiabatic_swg_te1550', 'ebeam_splitter_swg_assist_te1310', 'ebeam_splitter_swg_assist_te1310_ANT', 'ebeam_splitter_swg_assist_te1550', 'ebeam_splitter_swg_assist_te1550_ANT', 'ebeam_swg_edgecoupler', 'ebeam_terminator_SiN_1310', 'ebeam_terminator_SiN_1550', 'ebeam_terminator_SiN_te895', 'ebeam_terminator_te1310', 'ebeam_terminator_te1550', 'ebeam_terminator_tm1550', 'ebeam_y_1310', 'ebeam_y_1550', 'ebeam_y_adiabatic', 'ebeam_y_adiabatic_1310', 'ebeam_y_adiabatic_500pin', 'enclosing', 'gap_min', 'grating_coupler_elliptical', 'heater_schem', 'lattice', 'mask', 'metal_via', 'mmi1x2', 'mmi2x2', 'mymzi', 'mzi', 'mzi2', 'mzi_1x1', 'mzi_heater', 'mzi_heater_2x2', 'mzi_heater_schematic', 'mzi_heater_with_pads', 'nxn', 'pack_doe', 'pack_doe_grid', 'pad', 'pad_array', 'pads', 'pads_correct', 'pads_shorted', 'pbs_1550_eskid', 'photonic_wirebond_surfacetaper_1310', 'photonic_wirebond_surfacetaper_1550', 'ports8', 'ports8_wrapper', 'rectangle', 'ring_double', 'ring_double_heater', 'ring_filter_with_gratings', 'ring_single', 'ring_single_heater', 'rings_filter', 'sample0_hello_world', 'sample1_connect', 'sample2_remove_layers', 'sample3_grid', 'sample4_pack', 'sample5_path', 'sample6_cross_section', 'sample_array', 'sample_crossing_from_gds', 'sample_drc_errors', 'sample_fill', 'sample_lvs_error', 'sample_route_bundle', 'sample_route_bundle_with_steps', 'sample_virtual_instance', 'separation', 'siepic_o_gc_te1270_BB', 'siepic_o_pwbstlas_si_BB', 'spiral', 'spiral_racetrack', 'spiral_racetrack_heater', 'splitter_tree', 'straight', 'straight_heater_meander', 'straight_heater_metal', 'straight_metal', 'taper', 'taper_SiN_750_3000', 'taper_metal', 'taper_si_simm_1310', 'taper_si_simm_1550', 'text_rectangular', 'text_rectangular_multi_layer', 'thermal_phase_shifter_multimode_', 'thermal_phase_shifter_te_1310_', 'thermal_phase_shifter_te_1310_50', 'thermal_phase_shifter_te_1550_50', 'tooclose', 'via_stack_heater_mtop', 'width_min', 'wire_corner', 'wire_corner45', 'wire_corner45_straight'], removed []
2026-03-16 05:05:25.936 | DEBUG    | gdsfactoryplus.serve.app:lifespan:132 | Activated PDK: ubcpdk
2026-03-16 05:05:26.292 | DEBUG    | gdsfactoryplus.serve.app:lifespan:132 | Activated PDK: ubcpdk
2026-03-16 05:05:26.294 | DEBUG    | gdsfactoryplus.serve.app:lifespan:132 | Imported module 'ubcpdk.models' from /workspace/design/ubcpdk--public--project/.venv/lib/python3.12/site-packages/ubcpdk/models/__init__.py
2026-03-16 05:05:26.361 | DEBUG    | gdsfactoryplus.serve.app:lifespan:132 | Imported module 'ubcpdk.models.couplers' from /workspace/design/ubcpdk--public--project/.venv/lib/python3.12/site-packages/ubcpdk/models/couplers.py
2026-03-16 05:05:26.363 | DEBUG    | gdsfactoryplus.serve.app:lifespan:132 | Imported module 'ubcpdk.models.waveguides' from /workspace/design/ubcpdk--public--project/.venv/lib/python3.12/site-packages/ubcpdk/models/waveguides.py
2026-03-16 05:05:26.364 | DEBUG    | gdsfactoryplus.serve.app:lifespan:132 | Found 0 errors
